term	sem	KeyLLM
5htp_lex	Chemical	0.0006666666666666666
5httlpr		0.0006666666666666666
5hydroxyindoleacetic_acid_lex	Chemical	0.0013333333333333333
5hydroxytriptamine_lex	Chemical	0.0006666666666666666
5hydroxytryptamine_lex	Chemical	0.0033333333333333335
5hydroxytryptamine4_lex	Chemical	0.0006666666666666666
5hydroxytryptaminergic_agonists_lex	Chemical	0.0006666666666666666
5hydroxytryptophan_lex	Chemical	0.002
5hz		0.0006666666666666666
5nethylcarboxamidoadenosine_lex	Chemical	0.0006666666666666666
64yearold		0.0006666666666666666
69yearold		0.0006666666666666666
6hydroxydopamine_lex	Chemical	0.0026666666666666666
6ohda_lex	Chemical	0.0026666666666666666
6thioguanine_lex	Chemical	0.0006666666666666666
77yearold		0.0006666666666666666
7alphahydroxylation		0.0006666666666666666
7e		0.0006666666666666666
7ethoxyresorufinodeethylase		0.0006666666666666666
7h6		0.0006666666666666666
7hydroxydipropyloaminotetralin		0.0006666666666666666
7ni		0.0006666666666666666
7pentoxyresorufinodealkylase		0.0006666666666666666
8aminoquinoline_lex	Chemical	0.0006666666666666666
8bromo_cyclic_adenosine_monophosphate_lex	Chemical	0.0006666666666666666
8cyclopentyltheophylline_lex	Chemical	0.0006666666666666666
8ohdpat_lex	Chemical	0.0006666666666666666
8phenyltheophylline_lex	Chemical	0.0006666666666666666
99mtcecdspect		0.0006666666666666666
99mtcglucarate_lex	Chemical	0.0006666666666666666
a1		0.0013333333333333333
a1a2a		0.0006666666666666666
a2a		0.0013333333333333333
a77636_lex	Chemical	0.0006666666666666666
a86929_lex	Chemical	0.0006666666666666666
aactinin		0.0006666666666666666
aaph_lex	Chemical	0.0006666666666666666
abbott53693_lex	Chemical	0.0006666666666666666
abdomen		0.0006666666666666666
abdominal		0.0006666666666666666
abdominal_infections_lex	Disease	0.0006666666666666666
abdominal_pain_lex	Disease	0.007333333333333333
abecarnil_lex	Chemical	0.0006666666666666666
aberrant		0.0006666666666666666
ability		0.0013333333333333333
ablation		0.002
abnormal		0.0006666666666666666
abnormal_audiograms_with_deficits		0.0006666666666666666
abnormal_involuntary_movements_lex	Disease	0.0013333333333333333
abnormal_left_ventricular_filling_lex	Disease	0.0006666666666666666
abnormal_movements_lex	Disease	0.0013333333333333333
abnormal_ocular_motility_lex	Disease	0.0006666666666666666
abnormalities		0.002
abnormalities_of_liver_function_lex	Disease	0.0006666666666666666
abortion_lex	Disease	0.0006666666666666666
absence		0.0006666666666666666
absence_epilepsy_lex	Disease	0.0006666666666666666
absence_seizures_lex	Disease	0.0006666666666666666
absences		0.0006666666666666666
absent_kidneys		0.0006666666666666666
absorption		0.0013333333333333333
absorptionlimiting		0.0006666666666666666
abstinence		0.002
abuse		0.0013333333333333333
abusers		0.0006666666666666666
acc9653_lex	Chemical	0.0006666666666666666
accelerated_junctional_rhythms_lex	Disease	0.0006666666666666666
acceleromyography		0.0006666666666666666
accident		0.0006666666666666666
accl0131		0.0006666666666666666
accumbal		0.0006666666666666666
accumulation		0.002
ace		0.0006666666666666666
ace_inhibitor_lex	Chemical	0.0013333333333333333
ace_inhibitors_lex	Chemical	0.0013333333333333333
acearb		0.0006666666666666666
acetaldehyde_lex	Chemical	0.0006666666666666666
acetaminophen_lex	Chemical	0.010666666666666666
acetazolamide_lex	Chemical	0.0013333333333333333
acetic_acid_lex	Chemical	0.0006666666666666666
acetoacetate_lex	Chemical	0.0006666666666666666
acetrizoate_lex	Chemical	0.0006666666666666666
acetylcholine_lex	Chemical	0.010666666666666666
acetylcholinesterase		0.0026666666666666666
acetylcholinesterases		0.0006666666666666666
acetylsalicylate_lex	Chemical	0.0006666666666666666
acetylsalicylic_acid_lex	Chemical	0.002
ach_lex	Chemical	0.002
ache		0.002
aches		0.0006666666666666666
achr		0.0006666666666666666
acid		0.0006666666666666666
acidbase		0.0006666666666666666
acidosis_lex	Disease	0.0013333333333333333
acidotic		0.0006666666666666666
acitretin_lex	Chemical	0.0006666666666666666
acne_lex	Disease	0.0006666666666666666
aconitine_lex	Chemical	0.002
acquired_immunodeficiency_syndrome_lex	Disease	0.0006666666666666666
acquisition		0.002
acriflavine_lex	Chemical	0.0006666666666666666
acrodermatitis_enteropathica_lex	Disease	0.0006666666666666666
acrolein_lex	Chemical	0.002
acromegalic_lex	Disease	0.0006666666666666666
acromegaloid		0.0006666666666666666
acromegaly_lex	Disease	0.002
acth_lex	Chemical	0.0006666666666666666
actin		0.0006666666666666666
action		0.004
actions		0.0006666666666666666
activation		0.0033333333333333335
activator		0.0013333333333333333
active		0.0013333333333333333
active avoidance task		0.0006666666666666666
activity		0.013333333333333334
actomycin		0.0006666666666666666
acuity		0.0006666666666666666
acupuncture		0.0006666666666666666
acute		0.015333333333333332
acute_alcohol_intoxication_lex	Disease	0.0006666666666666666
acute_cardiac_syndrome_lex	Disease	0.0006666666666666666
acute_cholecystitis_lex	Disease	0.0013333333333333333
acute_coronary_insufficiency_lex	Disease	0.0006666666666666666
acute_coronary_syndrome_lex	Disease	0.0013333333333333333
acute_encephalopathy_lex	Disease	0.0006666666666666666
acute_experimental_models		0.0006666666666666666
acute_hepatic_necrosis_lex	Disease	0.0006666666666666666
acute_hepatitis_lex	Disease	0.0013333333333333333
acute_hepatitislike_syndrome_lex	Disease	0.0006666666666666666
acute_kidney_injury_lex	Disease	0.0033333333333333335
acute_leukemia_lex	Disease	0.0013333333333333333
acute_liver_failure_lex	Disease	0.005333333333333333
acute_liver_insult_lex	Disease	0.0006666666666666666
acute_lymphoblastic_leucemia_lex	Disease	0.0006666666666666666
acute_lymphoblastic_leukemia_lex	Disease	0.0033333333333333335
acute_lymphocytic_leukemia_lex	Disease	0.0006666666666666666
acute_myeloblastic_leukemia_lex	Disease	0.0006666666666666666
acute_myeloid_leukemia_lex	Disease	0.0013333333333333333
acute_myocardial_infarction_lex	Disease	0.0013333333333333333
acute_nephrotoxicity_lex	Disease	0.0006666666666666666
acute_neurologic_dysfunction_lex	Disease	0.0006666666666666666
acute_nonlymphocytic_leukemia_lex	Disease	0.0006666666666666666
acute_pain_lex	Disease	0.0006666666666666666
acute_prerenal_failure_lex	Disease	0.0006666666666666666
acute_promyelocytic_leukemia_lex	Disease	0.002
acute_psychosis_lex	Disease	0.0006666666666666666
acute_renal_dysfunction_lex	Disease	0.0006666666666666666
acute_renal_failure_lex	Disease	0.02266666666666667
acute_renal_injury_lex	Disease	0.0013333333333333333
acute_renal_insufficiency_lex	Disease	0.0013333333333333333
acute_stroke_lex	Disease	0.0006666666666666666
acute_tlymphocytic_leukemia_lex	Disease	0.0006666666666666666
acute_tubular_necrosis_lex	Disease	0.0026666666666666666
acute_tubulointerstitial_nephritis_lex	Disease	0.0006666666666666666
acylamidase		0.0006666666666666666
ad50		0.0006666666666666666
adalat_lex	Chemical	0.0006666666666666666
adam		0.0006666666666666666
adam10		0.0006666666666666666
adam17		0.0006666666666666666
adaptation		0.0006666666666666666
addiction		0.0013333333333333333
addicts		0.0006666666666666666
additional		0.0006666666666666666
addon		0.0006666666666666666
adductor_spasmodic_dysphonia_lex	Disease	0.0006666666666666666
adducts		0.0006666666666666666
adefovir_lex	Chemical	0.0006666666666666666
adenocarcinoma_lex	Disease	0.0013333333333333333
adenocarcinomas		0.0006666666666666666
adenohypophyseal_tumors_lex	Disease	0.0006666666666666666
adenoma_lex	Disease	0.0013333333333333333
adenomatous_polyps_lex	Disease	0.0006666666666666666
adenomyosis_lex	Disease	0.0006666666666666666
adenoribosylation		0.0006666666666666666
adenosine_lex	Chemical	0.004666666666666667
adenosine_a2aa1_receptor_antagonist_lex	Chemical	0.0006666666666666666
adenosine_diphosphate_lex	Chemical	0.0006666666666666666
adenosine_triphosphate_lex	Chemical	0.0006666666666666666
adenovirus		0.0006666666666666666
adenovirus_disease_lex	Disease	0.0006666666666666666
adenylate		0.0006666666666666666
adiponectin		0.0006666666666666666
adjunct		0.0006666666666666666
adjustment		0.0006666666666666666
adjuvant		0.002
adl		0.0006666666666666666
administration		0.032
admission		0.0006666666666666666
admissions		0.0013333333333333333
adolescent		0.002
adolescents		0.002
adp_lex	Chemical	0.0006666666666666666
adr_lex	Chemical	0.0006666666666666666
adrenalectomy		0.0006666666666666666
adrenaline_lex	Chemical	0.007333333333333333
adrenaline_arrhythmia_lex	Disease	0.0006666666666666666
adrenergic		0.004666666666666667
adrenoceptors		0.0006666666666666666
adriamycin_lex	Chemical	0.012666666666666666
adriamycinol_lex	Chemical	0.0006666666666666666
adriamycinone_lex	Chemical	0.0006666666666666666
adsd_lex	Disease	0.0006666666666666666
adult		0.004
adult_respiratory_distress_syndrome_lex	Disease	0.0006666666666666666
adulthood		0.0013333333333333333
adultonset_diabetes_lex	Disease	0.0006666666666666666
adults		0.0026666666666666666
advanced		0.0013333333333333333
advanced_disease_lex	Disease	0.0006666666666666666
adverse		0.007333333333333333
adverse event		0.0006666666666666666
adverse_drug_reaction_lex	Disease	0.0013333333333333333
adverse_drug_reactions_lex	Disease	0.002
adverse_effect		0.0006666666666666666
adynamic_bone_disease_lex	Disease	0.0006666666666666666
ae		0.0006666666666666666
aed		0.0006666666666666666
aeroallergens		0.0006666666666666666
aerosol		0.0006666666666666666
aerosolized		0.0006666666666666666
aes		0.0006666666666666666
aetiologies		0.0006666666666666666
aetiology		0.0013333333333333333
af_lex	Disease	0.0006666666666666666
affective		0.0013333333333333333
affective_disorder_lex	Disease	0.0013333333333333333
affective_disorders_lex	Disease	0.0006666666666666666
affinity		0.0013333333333333333
afl_lex	Disease	0.0006666666666666666
african		0.0006666666666666666
afterdischarge		0.0006666666666666666
age		0.01
ageadjusted		0.0006666666666666666
agedependent		0.0006666666666666666
ageing		0.0006666666666666666
ageinteraction		0.0006666666666666666
agent		0.0033333333333333335
agents		0.002
agespecific		0.0006666666666666666
aggravation		0.0013333333333333333
aggregability		0.0006666666666666666
aggregation		0.0013333333333333333
aggression_lex	Disease	0.002
aggressive_behavior_lex	Disease	0.0013333333333333333
aggressive_behaviors_lex	Disease	0.0006666666666666666
aggressiveness_lex	Disease	0.0013333333333333333
aging		0.002
agitation_lex	Disease	0.004
agonism		0.0006666666666666666
agonist		0.012666666666666666
agonists		0.002
agoraphobia_lex	Disease	0.002
agranulocytosis_lex	Disease	0.002
agriculture		0.0006666666666666666
agsd_lex	Chemical	0.0006666666666666666
ah6809_lex	Chemical	0.0006666666666666666
ahf_lex	Disease	0.0006666666666666666
aida_lex	Chemical	0.0006666666666666666
aids_lex	Disease	0.004666666666666667
airflow		0.0006666666666666666
airway		0.002
akathisia_lex	Disease	0.004666666666666667
akbr		0.0006666666666666666
aki_lex	Disease	0.0006666666666666666
akinesia_lex	Disease	0.0026666666666666666
akinetic_lex	Disease	0.0013333333333333333
akt		0.0006666666666666666
albino		0.0033333333333333335
albumin		0.004666666666666667
albuminuria_lex	Disease	0.0033333333333333335
albuterol_lex	Chemical	0.0006666666666666666
alcalinization		0.0006666666666666666
alcohol_lex	Chemical	0.0026666666666666666
alcohol_abuse_lex	Disease	0.0006666666666666666
alcohol_dependence_lex	Disease	0.0006666666666666666
alcoholic_cirrhosis_lex	Disease	0.0006666666666666666
alcoholic_extract		0.0006666666666666666
alcoholic_hepatitis_lex	Disease	0.0006666666666666666
aldomet_lex	Chemical	0.0006666666666666666
aldosterone_lex	Chemical	0.004
alendronate_lex	Chemical	0.0013333333333333333
alertness		0.0006666666666666666
alfentanil_lex	Chemical	0.0026666666666666666
alkali_lex	Chemical	0.0006666666666666666
alkaloid		0.0006666666666666666
alkalosis_lex	Disease	0.0006666666666666666
alkylating		0.0006666666666666666
alkylating_agents_lex	Chemical	0.0013333333333333333
alkylxanthines_lex	Chemical	0.0013333333333333333
all_transretinoic_acid_lex	Chemical	0.0006666666666666666
alleles		0.0006666666666666666
allergic_lex	Disease	0.0013333333333333333
allergic_reaction_lex	Disease	0.0013333333333333333
allergic_reactions_lex	Disease	0.0026666666666666666
allergy_lex	Disease	0.0006666666666666666
allodynia_lex	Disease	0.002
allogeneic		0.0006666666666666666
allograft		0.002
allografts		0.0006666666666666666
allopregnanolone_lex	Chemical	0.0006666666666666666
allopurinol_lex	Chemical	0.0013333333333333333
alltrans_retinoic_acid_lex	Chemical	0.0006666666666666666
alltransretinoic_acid_lex	Chemical	0.0006666666666666666
alopecia_lex	Disease	0.0026666666666666666
alpha		0.0013333333333333333
alpha1		0.0006666666666666666
alpha1adrenergic		0.0006666666666666666
alpha1adrenoceptor		0.0006666666666666666
alpha2		0.0006666666666666666
alpha2abc		0.0006666666666666666
alpha2adrenergic		0.0013333333333333333
alpha2adrenergic_receptor_agonist_lex	Chemical	0.0006666666666666666
alpha3		0.0006666666666666666
alpha5		0.0006666666666666666
alphaadrenoceptor		0.002
alphabenzene_hexachloride_lex	Chemical	0.0006666666666666666
alphabetacrystalin		0.0006666666666666666
alphabetameatp_lex	Chemical	0.0006666666666666666
alphabetamethylene_adenosine5triphosphate_lex	Chemical	0.0006666666666666666
alphablocker		0.0006666666666666666
alphabungarotoxin		0.0006666666666666666
alphaconfigurations		0.0006666666666666666
alphaenac		0.0006666666666666666
alphafluorobetaalanine_lex	Chemical	0.0006666666666666666
alphagst		0.0006666666666666666
alphahydroxymetoprolol_lex	Chemical	0.0006666666666666666
alphalipoic_acid_lex	Chemical	0.0006666666666666666
alphamediated		0.0006666666666666666
alphamethyldopa_lex	Chemical	0.0013333333333333333
alphamethylparatyrosine_lex	Chemical	0.0006666666666666666
alphamethyltyrosine_lex	Chemical	0.0006666666666666666
alphamotoneurons		0.0006666666666666666
alphaposition		0.0006666666666666666
alphareceptor		0.0006666666666666666
alphatocopherol_lex	Chemical	0.0013333333333333333
alphatocopherol_acetate_lex	Chemical	0.0006666666666666666
alprazolam_lex	Chemical	0.0013333333333333333
alt		0.0026666666666666666
alteplase		0.0006666666666666666
alteration		0.0006666666666666666
alterations		0.0013333333333333333
altered		0.0006666666666666666
altered_taste_perception_lex	Disease	0.0006666666666666666
alternating_rhythm_lex	Disease	0.0006666666666666666
alternating_sinus_rhythm_lex	Disease	0.0006666666666666666
alternative		0.0006666666666666666
althesin_lex	Chemical	0.0006666666666666666
aluminium_lex	Chemical	0.0006666666666666666
aluminum_chloride_lex	Chemical	0.0006666666666666666
alzheimer_lex	Disease	0.0006666666666666666
alzheimers_disease_lex	Disease	0.004666666666666667
amantadine_hydrochloride_lex	Chemical	0.0006666666666666666
amb_lex	Chemical	0.0006666666666666666
ambiguus		0.0006666666666666666
ambulate		0.0006666666666666666
ambulatory		0.002
amelioration		0.0006666666666666666
amenorrhea_lex	Disease	0.0013333333333333333
amhs		0.0006666666666666666
ami_lex	Chemical	0.0006666666666666666
amide		0.0006666666666666666
amifostine_lex	Chemical	0.0006666666666666666
amikacin_lex	Chemical	0.002
amiloride_lex	Chemical	0.0013333333333333333
amine_lex	Chemical	0.0013333333333333333
amino_acid_lex	Chemical	0.0013333333333333333
amino_acid_metabolism		0.0006666666666666666
amino_acids_lex	Chemical	0.0006666666666666666
aminoaciduria_lex	Disease	0.0013333333333333333
aminocaproic_acid_lex	Chemical	0.0006666666666666666
aminoglycoside_lex	Chemical	0.005333333333333333
aminoglycosides_lex	Chemical	0.0013333333333333333
aminoguanidine_lex	Chemical	0.0006666666666666666
aminophosphonovaleric_acid_lex	Chemical	0.0006666666666666666
aminophylline_lex	Chemical	0.002
aminosteroidbased		0.0006666666666666666
aminotransferase		0.0006666666666666666
amiodarone_lex	Chemical	0.011333333333333334
amisulpride_lex	Chemical	0.002
amitriptyline_lex	Chemical	0.0026666666666666666
amlodipine_lex	Chemical	0.0033333333333333335
ammonia_lex	Chemical	0.0013333333333333333
ammonium_acetate_lex	Chemical	0.0006666666666666666
ammonium_salt_lex	Chemical	0.0006666666666666666
amn082_lex	Chemical	0.0006666666666666666
amnesia_lex	Disease	0.01
amnesic_lex	Disease	0.0006666666666666666
amnestic_syndrome_lex	Disease	0.0006666666666666666
amns_lex	Chemical	0.0006666666666666666
amoxicillin_lex	Chemical	0.002
amoxicillinclavulanate_lex	Chemical	0.0006666666666666666
amoxicillinclavulanic_acid_lex	Chemical	0.0006666666666666666
amphetamine_lex	Chemical	0.012666666666666666
amphetamine_abuse_lex	Disease	0.0006666666666666666
amphetamines_lex	Chemical	0.0013333333333333333
amphotericin_lex	Chemical	0.0006666666666666666
amphotericin_b_lex	Chemical	0.004
amphothericin_b_lex	Chemical	0.0006666666666666666
ampicillin_lex	Chemical	0.002
ampk		0.0006666666666666666
amplifier		0.0006666666666666666
amplitude		0.0026666666666666666
amplitudes		0.0006666666666666666
amputation		0.0006666666666666666
amygdala		0.0026666666666666666
amygdala_dysfunction_lex	Disease	0.0006666666666666666
amygdalae		0.0006666666666666666
amylase		0.0006666666666666666
amyloid_beta_peptide142_lex	Chemical	0.0006666666666666666
ana		0.0006666666666666666
anacardiaceae		0.0006666666666666666
anaemia_lex	Disease	0.0013333333333333333
anaesthesia		0.011333333333333334
anaesthesized		0.0006666666666666666
anaesthetic		0.0006666666666666666
anaesthetised		0.0006666666666666666
anaesthetist		0.0006666666666666666
anaesthetists		0.0006666666666666666
anaesthetized		0.0006666666666666666
analgesia_lex	Disease	0.007333333333333333
analgesic		0.004666666666666667
analgesics		0.0013333333333333333
analogue		0.0013333333333333333
analogues		0.0006666666666666666
analyser		0.0006666666666666666
analyses		0.0006666666666666666
analysis		0.0006666666666666666
anaphylactoid		0.0006666666666666666
anaphylaxis_lex	Disease	0.002
anastrozole_lex	Chemical	0.0006666666666666666
anatomical		0.0013333333333333333
anca		0.0006666666666666666
anca_positive_vasculitis_lex	Disease	0.0006666666666666666
ancas		0.0006666666666666666
ancrod		0.0006666666666666666
androgen_lex	Chemical	0.002
androgenindependent		0.0006666666666666666
androgens_lex	Chemical	0.0006666666666666666
anemia_lex	Disease	0.015333333333333332
anencephaly_lex	Disease	0.0013333333333333333
anephric		0.0006666666666666666
anesthesia		0.012666666666666666
anesthesiologists		0.0006666666666666666
anesthetic		0.004
anesthetics		0.0013333333333333333
anesthetized		0.006
aneurysm_lex	Disease	0.0013333333333333333
aneurysmal_lex	Disease	0.0006666666666666666
aneurysmal_subarachnoid_hemorrhage_lex	Disease	0.0006666666666666666
anf		0.0006666666666666666
anger		0.0013333333333333333
angina_lex	Disease	0.0033333333333333335
angina_pectoris_lex	Disease	0.0013333333333333333
anginal_attacks_lex	Disease	0.0006666666666666666
angiodegeneration		0.0006666666666666666
angioedema_lex	Disease	0.004666666666666667
angiogenesis		0.002
angiogenic		0.0013333333333333333
angiograms		0.0013333333333333333
angiographic		0.0013333333333333333
angiographically		0.0006666666666666666
angiographies		0.0006666666666666666
angiography		0.004
angioneurotic_edema_lex	Disease	0.0013333333333333333
angiooedema_lex	Disease	0.0006666666666666666
angiopathy_lex	Disease	0.0006666666666666666
angioplasty		0.0006666666666666666
angiopoetin2		0.0006666666666666666
angiosarcoma_lex	Disease	0.0006666666666666666
angiotensin_lex	Chemical	0.0026666666666666666
angiotensin_converting_enzyme_ace_inhibitors_lex	Chemical	0.0006666666666666666
angiotensin_ii_lex	Chemical	0.002
angiotensinconverting_enzyme_ace_inhibitor_lex	Chemical	0.0006666666666666666
angiotensinconverting_enzyme_ace_inhibitors_lex	Chemical	0.0013333333333333333
angiotensinconverting_enzyme_inhibitor_lex	Chemical	0.0006666666666666666
angiotensinconverting_enzyme_inhibitors_lex	Chemical	0.0013333333333333333
angiotensinogen		0.002
angiotension_ii_lex	Chemical	0.0006666666666666666
anicteric		0.0006666666666666666
animal		0.0013333333333333333
animals		0.006
anionic		0.0006666666666666666
aniracetam_lex	Chemical	0.0006666666666666666
annual		0.0006666666666666666
anomalies		0.0006666666666666666
anophthalmia_lex	Disease	0.0006666666666666666
anorectics		0.0006666666666666666
anorexia_lex	Disease	0.002
anorexigens		0.0006666666666666666
anotia_lex	Disease	0.0006666666666666666
anova		0.0006666666666666666
anp		0.0006666666666666666
antacid		0.0006666666666666666
antagonism		0.0033333333333333335
antagonist		0.023333333333333334
antagonists		0.006666666666666667
antagonize		0.0006666666666666666
antagonized		0.0006666666666666666
antagonizing		0.0006666666666666666
antecedent		0.0006666666666666666
anterior		0.0006666666666666666
anterior_infarction_lex	Disease	0.0006666666666666666
anthracyclin		0.0006666666666666666
anthracycline_lex	Chemical	0.005333333333333333
anthracyclines_lex	Chemical	0.0026666666666666666
anthraquinones_lex	Chemical	0.0006666666666666666
antiadrenergic		0.0006666666666666666
antiallergic		0.0006666666666666666
antiamnesic		0.0013333333333333333
antiangiogenic		0.0013333333333333333
antiarrhythmic		0.008
antibacterials		0.0006666666666666666
antibiomania_lex	Disease	0.0006666666666666666
antibiotic		0.006
antibioticinduced		0.0006666666666666666
antibiotics		0.0026666666666666666
antibodies		0.005333333333333333
antibody		0.0033333333333333335
anticancer		0.0006666666666666666
anticholinergic		0.005333333333333333
anticholinergics		0.0006666666666666666
anticholinesterase		0.0006666666666666666
anticholinesterases		0.0006666666666666666
anticn		0.0006666666666666666
anticoagulant		0.006666666666666667
anticoagulants		0.0013333333333333333
anticoagulated		0.0013333333333333333
anticoagulation		0.006666666666666667
anticocaine		0.0006666666666666666
anticonvulsant		0.008
anticonvulsants		0.004
anticonvulsive		0.0006666666666666666
anticraving		0.0006666666666666666
antidepressant_lex	Chemical	0.006666666666666667
antidepressantinduced		0.0006666666666666666
antidepressants_lex	Chemical	0.004666666666666667
antidiabetic		0.0006666666666666666
antidiuretic		0.0006666666666666666
antidopaminergic		0.0013333333333333333
antidote		0.0006666666666666666
antidotes		0.0006666666666666666
antidyskinetic		0.0013333333333333333
antiemetic		0.002
antiemetics		0.0006666666666666666
antiepileptic		0.004
antiepileptogenic		0.0006666666666666666
antiestrogenic		0.0006666666666666666
antifibrinolytic		0.0006666666666666666
antifolate		0.0006666666666666666
antigen		0.002
antigenic		0.0006666666666666666
antigens		0.0026666666666666666
antihbc		0.0006666666666666666
antihbe		0.0013333333333333333
antihbs		0.0013333333333333333
antihcv		0.0006666666666666666
antihiv		0.0006666666666666666
antihyperalgesia		0.0006666666666666666
antihyperalgesic		0.0013333333333333333
antihypertensive		0.006666666666666667
antiinfective		0.0006666666666666666
antiinflammatory		0.0033333333333333335
antimicrobial		0.0013333333333333333
antimicrobialinduced		0.0006666666666666666
antimicrobials		0.0013333333333333333
antimigraine		0.0006666666666666666
antimpo		0.0006666666666666666
antimuscarinic		0.0006666666666666666
antineoplasmic		0.0006666666666666666
antineoplastic		0.0013333333333333333
antineutrophil		0.0006666666666666666
antineutrophil_cytoplasmic_antibody_ancaassociated_vasculitis_lex	Disease	0.0006666666666666666
antinociception		0.0013333333333333333
antinociceptive		0.0026666666666666666
antioxidant		0.006
antioxidants		0.0026666666666666666
antioxidative		0.0006666666666666666
antiparkinsonian		0.0033333333333333335
antiparkinsonians		0.0006666666666666666
antiphospholipid_syndrome_lex	Disease	0.0006666666666666666
antiplatelet		0.002
antiplatelet_agents_lex	Chemical	0.0006666666666666666
antiproliferative		0.0006666666666666666
antipsychotic		0.006666666666666667
antipsychoticlike		0.0013333333333333333
antipsychotics		0.0033333333333333335
antipurine_lex	Chemical	0.0006666666666666666
antipyretic		0.0006666666666666666
antiretroviral		0.0013333333333333333
antiseizure		0.0006666666666666666
antisialogue		0.0006666666666666666
antisocial_disorder_lex	Disease	0.0006666666666666666
antisocial_personality_disorder_lex	Disease	0.0006666666666666666
antithrombin		0.0006666666666666666
antithrombintreated		0.0006666666666666666
antithrombosis		0.0006666666666666666
antithrombotic		0.0006666666666666666
antithymocyte_globulin_lex	Chemical	0.0006666666666666666
antithyroid		0.002
antithyroid_drugs_lex	Chemical	0.0006666666666666666
antithyroid_medications_lex	Chemical	0.0006666666666666666
antituberculosis_lex	Chemical	0.0006666666666666666
antituberculous		0.0006666666666666666
antitumor		0.004
antitumoral		0.0006666666666666666
antitussives		0.0006666666666666666
antiviral		0.0013333333333333333
antmi_lex	Disease	0.0006666666666666666
